Sentence,Predicted Label
"Because , the patterns of those sentences are very similar and limited .",1
but I do not know our product well done .,1
I am dreaming to join the Volunteer to save Tasmanian Devil one day .,1
"Actually , it is not for studying English .",1
A friend of mine writes a long journal every day .,0
When I saw the movie I thought war would never happen again .,0
Hard worker is life,1
tips I can share with everyone who wants to take back the control,1
I hope it was interesting for you to read it .,1
I have a Nokia N and the Joiku application .,0
I m exhausted !,0
He did not say anything .,1
"Copying is too easy , rather than buying CDs .",1
How are you .,1
"Now , it sounds like this to speak American English fluently with a strong accent and to pass the CPE exam in the last term of this year .",1
Do you think she is pretty ?,0
Good night .,0
"As soon as I arrived there , I started confirming whether they were living safe and sound or not , due to their inabilities to fly with their own wings as they would like .",0
Please correct me .,1
"In order to make hot beer , I only heat up black beer .",0
These advantageous are critical to train a successful Media Informatics researcher because Media Informatics requires both advanced facilities and support of industries .,0
We bought a whole cake for her .,0
"Hi , Lang - ! !",0
" - England Premier League is ended last week , today is the first weekend which is no Premier League match to watch , so poor . ",1
I am always glad to see that he makes me smile in a variety of ways .,0
I would really like to pass ! !,0
nd class,0
I have been wanting to try kayaking there .,0
"Today , The Lost Ship in the Sky is on in China .",0
"Second , I do a push - up as the exercise of the upper part of the body .",1
It is a rose being penetrated by a bullet .,1
I finished the report .,1
because I want to save money .,0
But reading does not discuss about this .,1
"I do not know if the English language education in Japan is good , but it is not so easy to seek the best way to teach English for Japanese children .",0
we discussed our futures and dreams .,0
Today I went to church,0
"I will have an important exam at university , so I must study hard .",1
" Many families have evacuated especially foreign residents - because embassies have advised them to move from Tokyo Many embassies and their houses are located near my office , and the nearest station from my house has an express to airports , so",1
I did not know that yet .,0
As if .,1
New text book,1
"Admittedly , it is students ' inborn responsibility to study , and students should not ignore the importance of knowledge .",0
"They are older than me , just like my uncle , aunt and grandmother .",1
"Now , I have three extra Windows and no one wants to buy them from me because they know they can get a student discount .",1
What do you think about Japan ?,0
Yesterday was a drink party .,0
"two bleachers , a toilet detergent , an anti - insect spray , an eye lotion , etc .",1
"After I came home , ",0
We have three children .,1
" days ago , I play with my friend is dog beside a table .",0
That was easy .,0
I have just joined and read some entries .,1
"If I had lost only one point , I could not have passed .",0
"You can check your departure , destination and time on the timetable .",1
Below is the narration I made .,0
Introducing myself,1
Figure out what you are very good at doing - delegate or outsource the rest .,1
Happy Valentine day !,1
She said that she would like to abandon her job .,0
"Because I like One Piece so much , I still like this version .",0
He know each other the car owner .,0
I received some cold compresses to heal the bruise from my doctor .,1
"I do love cleaning others ' ears as well , but it is more like exciting .",0
And I am satisfied with her ward .,0
"In fact , it is one of the most important tools all over the world .",0
So I have to practice piano tomorrow .,0
Digital Camera ! ! ! ! ! ! ! ! !,0
The film shows that the beauty of the soul is greater than the man is strength .,0
People don t think they might be infected .,0
"I sang , jumped , danceed and was tired !ahaha !",1
"When I was child , my mother gave me three chances .",1
It is a miracle .,0
